AUDIO,STEEL,Y,Y2,DISTANCE,ANGLE,SHAPE,AREA,POWER,THICK
fold_2/Bright_Black_228.wav,Bright_Black,1,5,11,0,tube,78,23.8,9.9
fold_2/Bright_Black_229.wav,Bright_Black,1,5,11,0,tube,78,25.8,9.9
fold_2/Bright_Black_230.wav,Bright_Black,1,5,11,0,tube,78,27.8,9.9
fold_2/Bright_Black_231.wav,Bright_Black,1,5,11,0,tube,78,29.8,9.9
fold_2/Bright_Black_234.wav,Bright_Black,1,5,11,45,tube,78,13.8,9.9
fold_2/Bright_Black_235.wav,Bright_Black,1,5,11,45,tube,78,15.8,9.9
fold_2/Bright_Black_236.wav,Bright_Black,1,5,11,45,tube,78,17.8,9.9
fold_2/Bright_Black_237.wav,Bright_Black,1,5,11,45,tube,78,19.8,9.9
fold_2/Bright_Black_238.wav,Bright_Black,1,5,11,45,tube,78,21.8,9.9
fold_2/Bright_Black_239.wav,Bright_Black,1,5,11,45,tube,78,23.8,9.9
fold_2/Bright_Black_24.wav,Bright_Black,1,9,11,90,square,2500,13.8,0.9
fold_2/Bright_Black_240.wav,Bright_Black,1,5,11,45,tube,78,25.8,9.9
fold_2/Bright_Black_241.wav,Bright_Black,1,5,11,45,tube,78,27.8,9.9
fold_2/Bright_Black_242.wav,Bright_Black,1,5,11,45,tube,78,29.8,9.9
fold_2/Bright_Black_245.wav,Bright_Black,1,5,11,90,tube,78,13.8,9.9
fold_2/Bright_Black_246.wav,Bright_Black,1,5,11,90,tube,78,15.8,9.9
fold_2/Bright_Black_247.wav,Bright_Black,1,5,11,90,tube,78,17.8,9.9
fold_2/Bright_Black_248.wav,Bright_Black,1,5,11,90,tube,78,19.8,9.9
fold_2/Bright_Black_249.wav,Bright_Black,1,5,11,90,tube,78,21.8,9.9
fold_2/Bright_Black_25.wav,Bright_Black,1,9,11,90,square,2500,15.8,0.9
fold_2/Bright_Black_250.wav,Bright_Black,1,5,11,90,tube,78,23.8,9.9
fold_2/Bright_Black_251.wav,Bright_Black,1,5,11,90,tube,78,25.8,9.9
fold_2/Bright_Black_252.wav,Bright_Black,1,5,11,90,tube,78,27.8,9.9
fold_2/Bright_Black_253.wav,Bright_Black,1,5,11,90,tube,78,29.8,9.9
fold_2/Bright_Black_256.wav,Bright_Black,1,5,11,135,tube,78,13.8,9.9
fold_2/Bright_Black_257.wav,Bright_Black,1,5,11,135,tube,78,15.8,9.9
fold_2/Bright_Black_258.wav,Bright_Black,1,5,11,135,tube,78,17.8,9.9
fold_2/Bright_Black_259.wav,Bright_Black,1,5,11,135,tube,78,19.8,9.9
fold_2/Bright_Black_26.wav,Bright_Black,1,9,11,90,square,2500,17.8,0.9
fold_2/Bright_Black_260.wav,Bright_Black,1,5,11,135,tube,78,21.8,9.9
fold_2/Bright_Black_261.wav,Bright_Black,1,5,11,135,tube,78,23.8,9.9
fold_2/Bright_Black_262.wav,Bright_Black,1,5,11,135,tube,78,25.8,9.9
fold_2/Bright_Black_263.wav,Bright_Black,1,5,11,135,tube,78,27.8,9.9
fold_2/Bright_Black_264.wav,Bright_Black,1,5,11,135,tube,78,29.8,9.9
fold_2/Bright_Black_267.wav,Bright_Black,1,5,11,180,tube,78,13.8,9.9
fold_2/Bright_Black_268.wav,Bright_Black,1,5,11,180,tube,78,15.8,9.9
fold_2/Bright_Black_269.wav,Bright_Black,1,5,11,180,tube,78,17.8,9.9
fold_2/Bright_Black_27.wav,Bright_Black,1,9,11,90,square,2500,19.8,0.9
fold_2/Bright_Black_270.wav,Bright_Black,1,5,11,180,tube,78,19.8,9.9
fold_2/Bright_Black_271.wav,Bright_Black,1,5,11,180,tube,78,21.8,9.9
fold_2/Bright_Black_272.wav,Bright_Black,1,5,11,180,tube,78,23.8,9.9
fold_2/Bright_Black_273.wav,Bright_Black,1,5,11,180,tube,78,25.8,9.9
fold_2/Bright_Black_274.wav,Bright_Black,1,5,11,180,tube,78,27.8,9.9
fold_2/Bright_Black_275.wav,Bright_Black,1,5,11,180,tube,78,29.8,9.9
fold_2/Bright_Black_277.wav,Bright_Black,1,7,11,0,tube,78,13.8,9.9
fold_2/Bright_Black_278.wav,Bright_Black,1,7,11,0,tube,78,15.8,9.9
fold_2/Bright_Black_279.wav,Bright_Black,1,7,11,0,tube,78,17.8,9.9
fold_2/Bright_Black_28.wav,Bright_Black,1,9,11,90,square,2500,21.8,0.9
fold_2/Bright_Black_280.wav,Bright_Black,1,7,11,0,tube,78,19.8,9.9
fold_2/Bright_Black_281.wav,Bright_Black,1,7,11,0,tube,78,21.8,9.9
fold_2/Bright_Black_282.wav,Bright_Black,1,7,11,0,tube,78,23.8,9.9
fold_2/Bright_Black_283.wav,Bright_Black,1,7,11,0,tube,78,25.8,9.9
fold_2/Bright_Black_284.wav,Bright_Black,1,7,11,0,tube,78,27.8,9.9
fold_2/Bright_Black_285.wav,Bright_Black,1,7,11,0,tube,78,29.8,9.9
fold_2/Bright_Black_288.wav,Bright_Black,1,7,11,45,tube,78,13.8,9.9
fold_2/Bright_Black_289.wav,Bright_Black,1,7,11,45,tube,78,15.8,9.9
fold_2/Bright_Black_29.wav,Bright_Black,1,9,11,90,square,2500,23.8,0.9
fold_2/Bright_Black_290.wav,Bright_Black,1,7,11,45,tube,78,17.8,9.9
fold_2/Bright_Black_291.wav,Bright_Black,1,7,11,45,tube,78,19.8,9.9
fold_2/Bright_Black_292.wav,Bright_Black,1,7,11,45,tube,78,21.8,9.9
fold_2/Bright_Black_293.wav,Bright_Black,1,7,11,45,tube,78,23.8,9.9
fold_2/Bright_Black_294.wav,Bright_Black,1,7,11,45,tube,78,25.8,9.9
fold_2/Bright_Black_295.wav,Bright_Black,1,7,11,45,tube,78,27.8,9.9
fold_2/Bright_Black_296.wav,Bright_Black,1,7,11,45,tube,78,29.8,9.9
fold_2/Bright_Black_299.wav,Bright_Black,1,7,11,90,tube,78,13.8,9.9
fold_2/Bright_Black_3.wav,Bright_Black,1,9,11,0,square,2500,15.8,0.9
fold_2/Bright_Black_30.wav,Bright_Black,1,9,11,90,square,2500,25.8,0.9
fold_2/Bright_Black_300.wav,Bright_Black,1,7,11,90,tube,78,15.8,9.9
fold_2/Bright_Black_301.wav,Bright_Black,1,7,11,90,tube,78,17.8,9.9
fold_2/Bright_Black_302.wav,Bright_Black,1,7,11,90,tube,78,19.8,9.9
fold_2/Bright_Black_303.wav,Bright_Black,1,7,11,90,tube,78,21.8,9.9
fold_2/Bright_Black_304.wav,Bright_Black,1,7,11,90,tube,78,23.8,9.9
fold_2/Bright_Black_305.wav,Bright_Black,1,7,11,90,tube,78,25.8,9.9
fold_2/Bright_Black_306.wav,Bright_Black,1,7,11,90,tube,78,27.8,9.9
fold_2/Bright_Black_307.wav,Bright_Black,1,7,11,90,tube,78,29.8,9.9
fold_2/Bright_Black_31.wav,Bright_Black,1,9,11,90,square,2500,27.8,0.9
fold_2/Bright_Black_310.wav,Bright_Black,1,7,11,135,tube,78,13.8,9.9
fold_2/Bright_Black_311.wav,Bright_Black,1,7,11,135,tube,78,15.8,9.9
fold_2/Bright_Black_312.wav,Bright_Black,1,7,11,135,tube,78,17.8,9.9
fold_2/Bright_Black_313.wav,Bright_Black,1,7,11,135,tube,78,19.8,9.9
fold_2/Bright_Black_314.wav,Bright_Black,1,7,11,135,tube,78,21.8,9.9
fold_2/Bright_Black_315.wav,Bright_Black,1,7,11,135,tube,78,23.8,9.9
fold_2/Bright_Black_316.wav,Bright_Black,1,7,11,135,tube,78,25.8,9.9
fold_2/Bright_Black_317.wav,Bright_Black,1,7,11,135,tube,78,27.8,9.9
fold_2/Bright_Black_318.wav,Bright_Black,1,7,11,135,tube,78,29.8,9.9
fold_2/Bright_Black_32.wav,Bright_Black,1,9,11,90,square,2500,29.8,0.9
fold_2/Bright_Black_321.wav,Bright_Black,1,7,11,180,tube,78,13.8,9.9
fold_2/Bright_Black_322.wav,Bright_Black,1,7,11,180,tube,78,15.8,9.9
fold_2/Bright_Black_323.wav,Bright_Black,1,7,11,180,tube,78,17.8,9.9
fold_2/Bright_Black_324.wav,Bright_Black,1,7,11,180,tube,78,19.8,9.9
fold_2/Bright_Black_325.wav,Bright_Black,1,7,11,180,tube,78,21.8,9.9
fold_2/Bright_Black_326.wav,Bright_Black,1,7,11,180,tube,78,23.8,9.9
fold_2/Bright_Black_327.wav,Bright_Black,1,7,11,180,tube,78,25.8,9.9
fold_2/Bright_Black_328.wav,Bright_Black,1,7,11,180,tube,78,27.8,9.9
fold_2/Bright_Black_329.wav,Bright_Black,1,7,11,180,tube,78,29.8,9.9
fold_2/Bright_Black_331.wav,Bright_Black,1,6,11,0,tube,78,13.8,9.9
fold_2/Bright_Black_332.wav,Bright_Black,1,6,11,0,tube,78,15.8,9.9
fold_2/Bright_Black_333.wav,Bright_Black,1,6,11,0,tube,78,17.8,9.9
fold_2/Bright_Black_334.wav,Bright_Black,1,6,11,0,tube,78,19.8,9.9
fold_2/Bright_Black_335.wav,Bright_Black,1,6,11,0,tube,78,21.8,9.9
fold_2/Bright_Black_336.wav,Bright_Black,1,6,11,0,tube,78,23.8,9.9
fold_2/Bright_Black_337.wav,Bright_Black,1,6,11,0,tube,78,25.8,9.9
fold_2/Bright_Black_338.wav,Bright_Black,1,6,11,0,tube,78,27.8,9.9
fold_2/Bright_Black_339.wav,Bright_Black,1,6,11,0,tube,78,29.8,9.9
fold_2/Bright_Black_342.wav,Bright_Black,1,6,11,45,tube,78,13.8,9.9
fold_2/Bright_Black_343.wav,Bright_Black,1,6,11,45,tube,78,15.8,9.9
fold_2/Bright_Black_344.wav,Bright_Black,1,6,11,45,tube,78,17.8,9.9
fold_2/Bright_Black_345.wav,Bright_Black,1,6,11,45,tube,78,19.8,9.9
fold_2/Bright_Black_346.wav,Bright_Black,1,6,11,45,tube,78,21.8,9.9
fold_2/Bright_Black_347.wav,Bright_Black,1,6,11,45,tube,78,23.8,9.9
fold_2/Bright_Black_348.wav,Bright_Black,1,6,11,45,tube,78,25.8,9.9
fold_2/Bright_Black_349.wav,Bright_Black,1,6,11,45,tube,78,27.8,9.9
fold_2/Bright_Black_35.wav,Bright_Black,1,9,11,135,square,2500,13.8,0.9
fold_2/Bright_Black_350.wav,Bright_Black,1,6,11,45,tube,78,29.8,9.9
fold_2/Bright_Black_353.wav,Bright_Black,1,6,11,90,tube,78,13.8,9.9
fold_2/Bright_Black_354.wav,Bright_Black,1,6,11,90,tube,78,15.8,9.9
fold_2/Bright_Black_355.wav,Bright_Black,1,6,11,90,tube,78,17.8,9.9
fold_2/Bright_Black_356.wav,Bright_Black,1,6,11,90,tube,78,19.8,9.9
fold_2/Bright_Black_357.wav,Bright_Black,1,6,11,90,tube,78,21.8,9.9
fold_2/Bright_Black_358.wav,Bright_Black,1,6,11,90,tube,78,23.8,9.9
fold_2/Bright_Black_359.wav,Bright_Black,1,6,11,90,tube,78,25.8,9.9
fold_2/Bright_Black_36.wav,Bright_Black,1,9,11,135,square,2500,15.8,0.9
fold_2/Bright_Black_360.wav,Bright_Black,1,6,11,90,tube,78,27.8,9.9
fold_2/Bright_Black_361.wav,Bright_Black,1,6,11,90,tube,78,29.8,9.9
fold_2/Bright_Black_364.wav,Bright_Black,1,6,11,135,tube,78,13.8,9.9
fold_2/Bright_Black_365.wav,Bright_Black,1,6,11,135,tube,78,15.8,9.9
fold_2/Bright_Black_366.wav,Bright_Black,1,6,11,135,tube,78,17.8,9.9
fold_2/Bright_Black_367.wav,Bright_Black,1,6,11,135,tube,78,19.8,9.9
fold_2/Bright_Black_368.wav,Bright_Black,1,6,11,135,tube,78,21.8,9.9
fold_2/Bright_Black_369.wav,Bright_Black,1,6,11,135,tube,78,23.8,9.9
fold_2/Bright_Black_37.wav,Bright_Black,1,9,11,135,square,2500,17.8,0.9
fold_2/Bright_Black_370.wav,Bright_Black,1,6,11,135,tube,78,25.8,9.9
fold_2/Bright_Black_371.wav,Bright_Black,1,6,11,135,tube,78,27.8,9.9
fold_2/Bright_Black_372.wav,Bright_Black,1,6,11,135,tube,78,29.8,9.9
fold_2/Bright_Black_375.wav,Bright_Black,1,6,11,180,tube,78,13.8,9.9
fold_2/Bright_Black_376.wav,Bright_Black,1,6,11,180,tube,78,15.8,9.9
fold_2/Bright_Black_377.wav,Bright_Black,1,6,11,180,tube,78,17.8,9.9
fold_2/Bright_Black_378.wav,Bright_Black,1,6,11,180,tube,78,19.8,9.9
fold_2/Bright_Black_379.wav,Bright_Black,1,6,11,180,tube,78,21.8,9.9
fold_2/Bright_Black_38.wav,Bright_Black,1,9,11,135,square,2500,19.8,0.9
fold_2/Bright_Black_380.wav,Bright_Black,1,6,11,180,tube,78,23.8,9.9
fold_2/Bright_Black_381.wav,Bright_Black,1,6,11,180,tube,78,25.8,9.9
fold_2/Bright_Black_382.wav,Bright_Black,1,6,11,180,tube,78,27.8,9.9
fold_2/Bright_Black_383.wav,Bright_Black,1,6,11,180,tube,78,29.8,9.9
fold_2/Bright_Black_384.wav,Bright_Black,1,9,11,0,rectangle,1250,13.8,1.5
fold_2/Bright_Black_385.wav,Bright_Black,1,9,11,0,rectangle,1250,15.8,1.5
fold_2/Bright_Black_386.wav,Bright_Black,1,9,11,0,rectangle,1250,17.8,1.5
fold_2/Bright_Black_387.wav,Bright_Black,1,9,11,0,rectangle,1250,19.8,1.5
fold_2/Bright_Black_388.wav,Bright_Black,1,9,11,0,rectangle,1250,21.8,1.5
fold_2/Bright_Black_389.wav,Bright_Black,1,9,11,0,rectangle,1250,23.8,1.5
fold_2/Bright_Black_39.wav,Bright_Black,1,9,11,135,square,2500,21.8,0.9
fold_2/Bright_Black_390.wav,Bright_Black,1,9,11,0,rectangle,1250,25.8,1.5
fold_2/Bright_Black_391.wav,Bright_Black,1,9,11,0,rectangle,1250,27.8,1.5
fold_2/Bright_Black_392.wav,Bright_Black,1,9,11,0,rectangle,1250,29.8,1.5
fold_2/Bright_Black_395.wav,Bright_Black,1,9,11,45,rectangle,1250,13.8,1.5
fold_2/Bright_Black_396.wav,Bright_Black,1,9,11,45,rectangle,1250,15.8,1.5
fold_2/Bright_Black_397.wav,Bright_Black,1,9,11,45,rectangle,1250,17.8,1.5
fold_2/Bright_Black_398.wav,Bright_Black,1,9,11,45,rectangle,1250,19.8,1.5
fold_2/Bright_Black_399.wav,Bright_Black,1,9,11,45,rectangle,1250,21.8,1.5
fold_2/Bright_Black_4.wav,Bright_Black,1,9,11,0,square,2500,17.8,0.9
fold_2/Bright_Black_40.wav,Bright_Black,1,9,11,135,square,2500,23.8,0.9
fold_2/Bright_Black_400.wav,Bright_Black,1,9,11,45,rectangle,1250,23.8,1.5
fold_2/Bright_Black_401.wav,Bright_Black,1,9,11,45,rectangle,1250,25.8,1.5
fold_2/Bright_Black_402.wav,Bright_Black,1,9,11,45,rectangle,1250,27.8,1.5
fold_2/Bright_Black_403.wav,Bright_Black,1,9,11,45,rectangle,1250,29.8,1.5
fold_2/Bright_Black_406.wav,Bright_Black,1,9,11,90,rectangle,1250,13.8,1.5
fold_2/Bright_Black_407.wav,Bright_Black,1,9,11,90,rectangle,1250,15.8,1.5
fold_2/Bright_Black_408.wav,Bright_Black,1,9,11,90,rectangle,1250,17.8,1.5
fold_2/Bright_Black_409.wav,Bright_Black,1,9,11,90,rectangle,1250,19.8,1.5
fold_2/Bright_Black_41.wav,Bright_Black,1,9,11,135,square,2500,25.8,0.9
fold_2/Bright_Black_410.wav,Bright_Black,1,9,11,90,rectangle,1250,21.8,1.5
fold_2/Bright_Black_411.wav,Bright_Black,1,9,11,90,rectangle,1250,23.8,1.5
fold_2/Bright_Black_412.wav,Bright_Black,1,9,11,90,rectangle,1250,25.8,1.5
fold_2/Bright_Black_413.wav,Bright_Black,1,9,11,90,rectangle,1250,27.8,1.5
fold_2/Bright_Black_414.wav,Bright_Black,1,9,11,90,rectangle,1250,29.8,1.5
fold_2/Bright_Black_417.wav,Bright_Black,1,9,11,135,rectangle,1250,13.8,1.5
fold_2/Bright_Black_418.wav,Bright_Black,1,9,11,135,rectangle,1250,15.8,1.5
fold_2/Bright_Black_419.wav,Bright_Black,1,9,11,135,rectangle,1250,17.8,1.5
fold_2/Bright_Black_42.wav,Bright_Black,1,9,11,135,square,2500,27.8,0.9
fold_2/Bright_Black_420.wav,Bright_Black,1,9,11,135,rectangle,1250,19.8,1.5
fold_2/Bright_Black_421.wav,Bright_Black,1,9,11,135,rectangle,1250,21.8,1.5
fold_2/Bright_Black_422.wav,Bright_Black,1,9,11,135,rectangle,1250,23.8,1.5
fold_2/Bright_Black_423.wav,Bright_Black,1,9,11,135,rectangle,1250,25.8,1.5
fold_2/Bright_Black_424.wav,Bright_Black,1,9,11,135,rectangle,1250,27.8,1.5
fold_2/Bright_Black_425.wav,Bright_Black,1,9,11,135,rectangle,1250,29.8,1.5
fold_2/Bright_Black_428.wav,Bright_Black,1,9,11,180,rectangle,1250,13.8,1.5
fold_2/Bright_Black_429.wav,Bright_Black,1,9,11,180,rectangle,1250,15.8,1.5
fold_2/Bright_Black_43.wav,Bright_Black,1,9,11,135,square,2500,29.8,0.9
fold_2/Bright_Black_430.wav,Bright_Black,1,9,11,180,rectangle,1250,17.8,1.5
fold_2/Bright_Black_431.wav,Bright_Black,1,9,11,180,rectangle,1250,19.8,1.5
fold_2/Bright_Black_432.wav,Bright_Black,1,9,11,180,rectangle,1250,21.8,1.5
fold_2/Bright_Black_433.wav,Bright_Black,1,9,11,180,rectangle,1250,23.8,1.5
fold_2/Bright_Black_434.wav,Bright_Black,1,9,11,180,rectangle,1250,25.8,1.5
fold_2/Bright_Black_435.wav,Bright_Black,1,9,11,180,rectangle,1250,27.8,1.5
fold_2/Bright_Black_436.wav,Bright_Black,1,9,11,180,rectangle,1250,29.8,1.5
fold_2/Bright_Black_437.wav,Bright_Black,1,9,11,0,rectangle,625,13.8,1.5
fold_2/Bright_Black_438.wav,Bright_Black,1,9,11,0,rectangle,625,15.8,1.5
