AUDIO,STEEL,Y,Y2,DISTANCE,ANGLE,SHAPE,AREA,POWER,THICK,relative_path
fold_2_noise/Bright_Black_115_noise.wav,Bright_Black,1,5,11,0,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_115.wav
fold_2_noise/Bright_Black_116_noise.wav,Bright_Black,1,5,11,0,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_116.wav
fold_2_noise/Bright_Black_117_noise.wav,Bright_Black,1,5,11,0,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_117.wav
fold_2_noise/Bright_Black_118_noise.wav,Bright_Black,1,5,11,0,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_118.wav
fold_2_noise/Bright_Black_119_noise.wav,Bright_Black,1,5,11,0,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_119.wav
fold_2_noise/Bright_Black_122_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_122.wav
fold_2_noise/Bright_Black_123_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,15.8,30.0,/fold_2/Bright_Black_123.wav
fold_2_noise/Bright_Black_124_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_124.wav
fold_2_noise/Bright_Black_125_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_125.wav
fold_2_noise/Bright_Black_126_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_126.wav
fold_2_noise/Bright_Black_127_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_127.wav
fold_2_noise/Bright_Black_128_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_128.wav
fold_2_noise/Bright_Black_129_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_129.wav
fold_2_noise/Bright_Black_13_noise.wav,Bright_Black,1,9,11,45,square,2500.0,13.8,0.9,/fold_2/Bright_Black_13.wav
fold_2_noise/Bright_Black_130_noise.wav,Bright_Black,1,5,11,45,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_130.wav
fold_2_noise/Bright_Black_133_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_133.wav
fold_2_noise/Bright_Black_134_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,15.8,30.0,/fold_2/Bright_Black_134.wav
fold_2_noise/Bright_Black_135_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_135.wav
fold_2_noise/Bright_Black_136_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_136.wav
fold_2_noise/Bright_Black_137_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_137.wav
fold_2_noise/Bright_Black_138_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_138.wav
fold_2_noise/Bright_Black_139_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_139.wav
fold_2_noise/Bright_Black_14_noise.wav,Bright_Black,1,9,11,45,square,2500.0,15.8,0.9,/fold_2/Bright_Black_14.wav
fold_2_noise/Bright_Black_140_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_140.wav
fold_2_noise/Bright_Black_141_noise.wav,Bright_Black,1,5,11,90,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_141.wav
fold_2_noise/Bright_Black_144_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_144.wav
fold_2_noise/Bright_Black_145_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,15.8,30.0,/fold_2/Bright_Black_145.wav
fold_2_noise/Bright_Black_146_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_146.wav
fold_2_noise/Bright_Black_147_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_147.wav
fold_2_noise/Bright_Black_148_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_148.wav
fold_2_noise/Bright_Black_149_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_149.wav
fold_2_noise/Bright_Black_15_noise.wav,Bright_Black,1,9,11,45,square,2500.0,17.8,0.9,/fold_2/Bright_Black_15.wav
fold_2_noise/Bright_Black_150_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_150.wav
fold_2_noise/Bright_Black_151_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_151.wav
fold_2_noise/Bright_Black_152_noise.wav,Bright_Black,1,5,11,135,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_152.wav
fold_2_noise/Bright_Black_155_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_155.wav
fold_2_noise/Bright_Black_156_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,15.8,30.0,/fold_2/Bright_Black_156.wav
fold_2_noise/Bright_Black_157_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_157.wav
fold_2_noise/Bright_Black_158_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_158.wav
fold_2_noise/Bright_Black_159_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_159.wav
fold_2_noise/Bright_Black_16_noise.wav,Bright_Black,1,9,11,45,square,2500.0,19.8,0.9,/fold_2/Bright_Black_16.wav
fold_2_noise/Bright_Black_160_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_160.wav
fold_2_noise/Bright_Black_161_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_161.wav
fold_2_noise/Bright_Black_162_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_162.wav
fold_2_noise/Bright_Black_163_noise.wav,Bright_Black,1,5,11,180,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_163.wav
fold_2_noise/Bright_Black_166_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_166.wav
fold_2_noise/Bright_Black_168_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_168.wav
fold_2_noise/Bright_Black_169_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_169.wav
fold_2_noise/Bright_Black_17_noise.wav,Bright_Black,1,9,11,45,square,2500.0,21.8,0.9,/fold_2/Bright_Black_17.wav
fold_2_noise/Bright_Black_170_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_170.wav
fold_2_noise/Bright_Black_171_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_171.wav
fold_2_noise/Bright_Black_172_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_172.wav
fold_2_noise/Bright_Black_173_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_173.wav
fold_2_noise/Bright_Black_174_noise.wav,Bright_Black,1,6,11,0,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_174.wav
fold_2_noise/Bright_Black_177_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_177.wav
fold_2_noise/Bright_Black_179_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_179.wav
fold_2_noise/Bright_Black_18_noise.wav,Bright_Black,1,9,11,45,square,2500.0,23.8,0.9,/fold_2/Bright_Black_18.wav
fold_2_noise/Bright_Black_180_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_180.wav
fold_2_noise/Bright_Black_181_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_181.wav
fold_2_noise/Bright_Black_182_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_182.wav
fold_2_noise/Bright_Black_183_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_183.wav
fold_2_noise/Bright_Black_184_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_184.wav
fold_2_noise/Bright_Black_185_noise.wav,Bright_Black,1,6,11,45,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_185.wav
fold_2_noise/Bright_Black_188_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_188.wav
fold_2_noise/Bright_Black_19_noise.wav,Bright_Black,1,9,11,45,square,2500.0,25.8,0.9,/fold_2/Bright_Black_19.wav
fold_2_noise/Bright_Black_190_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_190.wav
fold_2_noise/Bright_Black_191_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_191.wav
fold_2_noise/Bright_Black_192_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_192.wav
fold_2_noise/Bright_Black_193_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_193.wav
fold_2_noise/Bright_Black_194_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_194.wav
fold_2_noise/Bright_Black_195_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_195.wav
fold_2_noise/Bright_Black_196_noise.wav,Bright_Black,1,6,11,90,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_196.wav
fold_2_noise/Bright_Black_199_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_199.wav
fold_2_noise/Bright_Black_20_noise.wav,Bright_Black,1,9,11,45,square,2500.0,27.8,0.9,/fold_2/Bright_Black_20.wav
fold_2_noise/Bright_Black_201_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_201.wav
fold_2_noise/Bright_Black_202_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_202.wav
fold_2_noise/Bright_Black_203_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_203.wav
fold_2_noise/Bright_Black_204_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_204.wav
fold_2_noise/Bright_Black_205_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_205.wav
fold_2_noise/Bright_Black_206_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_206.wav
fold_2_noise/Bright_Black_207_noise.wav,Bright_Black,1,6,11,135,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_207.wav
fold_2_noise/Bright_Black_21_noise.wav,Bright_Black,1,9,11,45,square,2500.0,29.8,0.9,/fold_2/Bright_Black_21.wav
fold_2_noise/Bright_Black_210_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,13.8,30.0,/fold_2/Bright_Black_210.wav
fold_2_noise/Bright_Black_212_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,17.8,30.0,/fold_2/Bright_Black_212.wav
fold_2_noise/Bright_Black_213_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,19.8,30.0,/fold_2/Bright_Black_213.wav
fold_2_noise/Bright_Black_214_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,21.8,30.0,/fold_2/Bright_Black_214.wav
fold_2_noise/Bright_Black_215_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,23.8,30.0,/fold_2/Bright_Black_215.wav
fold_2_noise/Bright_Black_216_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,25.8,30.0,/fold_2/Bright_Black_216.wav
fold_2_noise/Bright_Black_217_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,27.8,30.0,/fold_2/Bright_Black_217.wav
fold_2_noise/Bright_Black_218_noise.wav,Bright_Black,1,6,11,180,tube,1570.0,29.8,30.0,/fold_2/Bright_Black_218.wav
fold_2_noise/Bright_Black_220_noise.wav,Bright_Black,1,7,11,180,square,2500.0,27.8,8.0,/fold_2/Bright_Black_220.wav
fold_2_noise/Bright_Black_221_noise.wav,Bright_Black,1,7,11,180,square,2500.0,29.8,8.0,/fold_2/Bright_Black_221.wav
fold_2_noise/Bright_Black_223_noise.wav,Bright_Black,1,5,11,0,tube,78.0,13.8,9.9,/fold_2/Bright_Black_223.wav
fold_2_noise/Bright_Black_224_noise.wav,Bright_Black,1,5,11,0,tube,78.0,15.8,9.9,/fold_2/Bright_Black_224.wav
fold_2_noise/Bright_Black_225_noise.wav,Bright_Black,1,5,11,0,tube,78.0,17.8,9.9,/fold_2/Bright_Black_225.wav
fold_2_noise/Bright_Black_226_noise.wav,Bright_Black,1,5,11,0,tube,78.0,19.8,9.9,/fold_2/Bright_Black_226.wav
fold_2_noise/Bright_Black_227_noise.wav,Bright_Black,1,5,11,0,tube,78.0,21.8,9.9,/fold_2/Bright_Black_227.wav
fold_2_noise/Bright_Black_228_noise.wav,Bright_Black,1,5,11,0,tube,78.0,23.8,9.9,/fold_2/Bright_Black_228.wav
fold_2_noise/Bright_Black_229_noise.wav,Bright_Black,1,5,11,0,tube,78.0,25.8,9.9,/fold_2/Bright_Black_229.wav
fold_2_noise/Bright_Black_230_noise.wav,Bright_Black,1,5,11,0,tube,78.0,27.8,9.9,/fold_2/Bright_Black_230.wav
fold_2_noise/Bright_Black_231_noise.wav,Bright_Black,1,5,11,0,tube,78.0,29.8,9.9,/fold_2/Bright_Black_231.wav
fold_2_noise/Bright_Black_234_noise.wav,Bright_Black,1,5,11,45,tube,78.0,13.8,9.9,/fold_2/Bright_Black_234.wav
fold_2_noise/Bright_Black_235_noise.wav,Bright_Black,1,5,11,45,tube,78.0,15.8,9.9,/fold_2/Bright_Black_235.wav
fold_2_noise/Bright_Black_236_noise.wav,Bright_Black,1,5,11,45,tube,78.0,17.8,9.9,/fold_2/Bright_Black_236.wav
fold_2_noise/Bright_Black_237_noise.wav,Bright_Black,1,5,11,45,tube,78.0,19.8,9.9,/fold_2/Bright_Black_237.wav
fold_2_noise/Bright_Black_238_noise.wav,Bright_Black,1,5,11,45,tube,78.0,21.8,9.9,/fold_2/Bright_Black_238.wav
fold_2_noise/Bright_Black_239_noise.wav,Bright_Black,1,5,11,45,tube,78.0,23.8,9.9,/fold_2/Bright_Black_239.wav
fold_2_noise/Bright_Black_24_noise.wav,Bright_Black,1,9,11,90,square,2500.0,13.8,0.9,/fold_2/Bright_Black_24.wav
fold_2_noise/Bright_Black_240_noise.wav,Bright_Black,1,5,11,45,tube,78.0,25.8,9.9,/fold_2/Bright_Black_240.wav
fold_2_noise/Bright_Black_241_noise.wav,Bright_Black,1,5,11,45,tube,78.0,27.8,9.9,/fold_2/Bright_Black_241.wav
fold_2_noise/Bright_Black_242_noise.wav,Bright_Black,1,5,11,45,tube,78.0,29.8,9.9,/fold_2/Bright_Black_242.wav
fold_2_noise/Bright_Black_245_noise.wav,Bright_Black,1,5,11,90,tube,78.0,13.8,9.9,/fold_2/Bright_Black_245.wav
fold_2_noise/Bright_Black_246_noise.wav,Bright_Black,1,5,11,90,tube,78.0,15.8,9.9,/fold_2/Bright_Black_246.wav
fold_2_noise/Bright_Black_247_noise.wav,Bright_Black,1,5,11,90,tube,78.0,17.8,9.9,/fold_2/Bright_Black_247.wav
fold_2_noise/Bright_Black_248_noise.wav,Bright_Black,1,5,11,90,tube,78.0,19.8,9.9,/fold_2/Bright_Black_248.wav
fold_2_noise/Bright_Black_249_noise.wav,Bright_Black,1,5,11,90,tube,78.0,21.8,9.9,/fold_2/Bright_Black_249.wav
fold_2_noise/Bright_Black_25_noise.wav,Bright_Black,1,9,11,90,square,2500.0,15.8,0.9,/fold_2/Bright_Black_25.wav
fold_2_noise/Bright_Black_250_noise.wav,Bright_Black,1,5,11,90,tube,78.0,23.8,9.9,/fold_2/Bright_Black_250.wav
fold_2_noise/Bright_Black_251_noise.wav,Bright_Black,1,5,11,90,tube,78.0,25.8,9.9,/fold_2/Bright_Black_251.wav
fold_2_noise/Bright_Black_252_noise.wav,Bright_Black,1,5,11,90,tube,78.0,27.8,9.9,/fold_2/Bright_Black_252.wav
fold_2_noise/Bright_Black_253_noise.wav,Bright_Black,1,5,11,90,tube,78.0,29.8,9.9,/fold_2/Bright_Black_253.wav
fold_2_noise/Bright_Black_256_noise.wav,Bright_Black,1,5,11,135,tube,78.0,13.8,9.9,/fold_2/Bright_Black_256.wav
fold_2_noise/Bright_Black_257_noise.wav,Bright_Black,1,5,11,135,tube,78.0,15.8,9.9,/fold_2/Bright_Black_257.wav
fold_2_noise/Bright_Black_258_noise.wav,Bright_Black,1,5,11,135,tube,78.0,17.8,9.9,/fold_2/Bright_Black_258.wav
fold_2_noise/Bright_Black_259_noise.wav,Bright_Black,1,5,11,135,tube,78.0,19.8,9.9,/fold_2/Bright_Black_259.wav
fold_2_noise/Bright_Black_26_noise.wav,Bright_Black,1,9,11,90,square,2500.0,17.8,0.9,/fold_2/Bright_Black_26.wav
fold_2_noise/Bright_Black_260_noise.wav,Bright_Black,1,5,11,135,tube,78.0,21.8,9.9,/fold_2/Bright_Black_260.wav
fold_2_noise/Bright_Black_261_noise.wav,Bright_Black,1,5,11,135,tube,78.0,23.8,9.9,/fold_2/Bright_Black_261.wav
fold_2_noise/Bright_Black_262_noise.wav,Bright_Black,1,5,11,135,tube,78.0,25.8,9.9,/fold_2/Bright_Black_262.wav
fold_2_noise/Bright_Black_263_noise.wav,Bright_Black,1,5,11,135,tube,78.0,27.8,9.9,/fold_2/Bright_Black_263.wav
fold_2_noise/Bright_Black_264_noise.wav,Bright_Black,1,5,11,135,tube,78.0,29.8,9.9,/fold_2/Bright_Black_264.wav
fold_2_noise/Bright_Black_267_noise.wav,Bright_Black,1,5,11,180,tube,78.0,13.8,9.9,/fold_2/Bright_Black_267.wav
fold_2_noise/Bright_Black_268_noise.wav,Bright_Black,1,5,11,180,tube,78.0,15.8,9.9,/fold_2/Bright_Black_268.wav
fold_2_noise/Bright_Black_269_noise.wav,Bright_Black,1,5,11,180,tube,78.0,17.8,9.9,/fold_2/Bright_Black_269.wav
fold_2_noise/Bright_Black_27_noise.wav,Bright_Black,1,9,11,90,square,2500.0,19.8,0.9,/fold_2/Bright_Black_27.wav
fold_2_noise/Bright_Black_270_noise.wav,Bright_Black,1,5,11,180,tube,78.0,19.8,9.9,/fold_2/Bright_Black_270.wav
fold_2_noise/Bright_Black_271_noise.wav,Bright_Black,1,5,11,180,tube,78.0,21.8,9.9,/fold_2/Bright_Black_271.wav
fold_2_noise/Bright_Black_272_noise.wav,Bright_Black,1,5,11,180,tube,78.0,23.8,9.9,/fold_2/Bright_Black_272.wav
fold_2_noise/Bright_Black_273_noise.wav,Bright_Black,1,5,11,180,tube,78.0,25.8,9.9,/fold_2/Bright_Black_273.wav
fold_2_noise/Bright_Black_274_noise.wav,Bright_Black,1,5,11,180,tube,78.0,27.8,9.9,/fold_2/Bright_Black_274.wav
fold_2_noise/Bright_Black_275_noise.wav,Bright_Black,1,5,11,180,tube,78.0,29.8,9.9,/fold_2/Bright_Black_275.wav
fold_2_noise/Bright_Black_277_noise.wav,Bright_Black,1,7,11,0,tube,78.0,13.8,9.9,/fold_2/Bright_Black_277.wav
fold_2_noise/Bright_Black_278_noise.wav,Bright_Black,1,7,11,0,tube,78.0,15.8,9.9,/fold_2/Bright_Black_278.wav
fold_2_noise/Bright_Black_279_noise.wav,Bright_Black,1,7,11,0,tube,78.0,17.8,9.9,/fold_2/Bright_Black_279.wav
fold_2_noise/Bright_Black_28_noise.wav,Bright_Black,1,9,11,90,square,2500.0,21.8,0.9,/fold_2/Bright_Black_28.wav
fold_2_noise/Bright_Black_280_noise.wav,Bright_Black,1,7,11,0,tube,78.0,19.8,9.9,/fold_2/Bright_Black_280.wav
fold_2_noise/Bright_Black_281_noise.wav,Bright_Black,1,7,11,0,tube,78.0,21.8,9.9,/fold_2/Bright_Black_281.wav
fold_2_noise/Bright_Black_282_noise.wav,Bright_Black,1,7,11,0,tube,78.0,23.8,9.9,/fold_2/Bright_Black_282.wav
fold_2_noise/Bright_Black_283_noise.wav,Bright_Black,1,7,11,0,tube,78.0,25.8,9.9,/fold_2/Bright_Black_283.wav
fold_2_noise/Bright_Black_284_noise.wav,Bright_Black,1,7,11,0,tube,78.0,27.8,9.9,/fold_2/Bright_Black_284.wav
fold_2_noise/Bright_Black_285_noise.wav,Bright_Black,1,7,11,0,tube,78.0,29.8,9.9,/fold_2/Bright_Black_285.wav
fold_2_noise/Bright_Black_288_noise.wav,Bright_Black,1,7,11,45,tube,78.0,13.8,9.9,/fold_2/Bright_Black_288.wav
fold_2_noise/Bright_Black_289_noise.wav,Bright_Black,1,7,11,45,tube,78.0,15.8,9.9,/fold_2/Bright_Black_289.wav
fold_2_noise/Bright_Black_29_noise.wav,Bright_Black,1,9,11,90,square,2500.0,23.8,0.9,/fold_2/Bright_Black_29.wav
fold_2_noise/Bright_Black_290_noise.wav,Bright_Black,1,7,11,45,tube,78.0,17.8,9.9,/fold_2/Bright_Black_290.wav
fold_2_noise/Bright_Black_291_noise.wav,Bright_Black,1,7,11,45,tube,78.0,19.8,9.9,/fold_2/Bright_Black_291.wav
fold_2_noise/Bright_Black_292_noise.wav,Bright_Black,1,7,11,45,tube,78.0,21.8,9.9,/fold_2/Bright_Black_292.wav
fold_2_noise/Bright_Black_293_noise.wav,Bright_Black,1,7,11,45,tube,78.0,23.8,9.9,/fold_2/Bright_Black_293.wav
fold_2_noise/Bright_Black_294_noise.wav,Bright_Black,1,7,11,45,tube,78.0,25.8,9.9,/fold_2/Bright_Black_294.wav
fold_2_noise/Bright_Black_295_noise.wav,Bright_Black,1,7,11,45,tube,78.0,27.8,9.9,/fold_2/Bright_Black_295.wav
fold_2_noise/Bright_Black_296_noise.wav,Bright_Black,1,7,11,45,tube,78.0,29.8,9.9,/fold_2/Bright_Black_296.wav
fold_2_noise/Bright_Black_299_noise.wav,Bright_Black,1,7,11,90,tube,78.0,13.8,9.9,/fold_2/Bright_Black_299.wav
fold_2_noise/Bright_Black_3_noise.wav,Bright_Black,1,9,11,0,square,2500.0,15.8,0.9,/fold_2/Bright_Black_3.wav
fold_2_noise/Bright_Black_30_noise.wav,Bright_Black,1,9,11,90,square,2500.0,25.8,0.9,/fold_2/Bright_Black_30.wav
fold_2_noise/Bright_Black_300_noise.wav,Bright_Black,1,7,11,90,tube,78.0,15.8,9.9,/fold_2/Bright_Black_300.wav
fold_2_noise/Bright_Black_301_noise.wav,Bright_Black,1,7,11,90,tube,78.0,17.8,9.9,/fold_2/Bright_Black_301.wav
fold_2_noise/Bright_Black_302_noise.wav,Bright_Black,1,7,11,90,tube,78.0,19.8,9.9,/fold_2/Bright_Black_302.wav
fold_2_noise/Bright_Black_303_noise.wav,Bright_Black,1,7,11,90,tube,78.0,21.8,9.9,/fold_2/Bright_Black_303.wav
fold_2_noise/Bright_Black_304_noise.wav,Bright_Black,1,7,11,90,tube,78.0,23.8,9.9,/fold_2/Bright_Black_304.wav
fold_2_noise/Bright_Black_305_noise.wav,Bright_Black,1,7,11,90,tube,78.0,25.8,9.9,/fold_2/Bright_Black_305.wav
fold_2_noise/Bright_Black_306_noise.wav,Bright_Black,1,7,11,90,tube,78.0,27.8,9.9,/fold_2/Bright_Black_306.wav
fold_2_noise/Bright_Black_307_noise.wav,Bright_Black,1,7,11,90,tube,78.0,29.8,9.9,/fold_2/Bright_Black_307.wav
fold_2_noise/Bright_Black_31_noise.wav,Bright_Black,1,9,11,90,square,2500.0,27.8,0.9,/fold_2/Bright_Black_31.wav
fold_2_noise/Bright_Black_310_noise.wav,Bright_Black,1,7,11,135,tube,78.0,13.8,9.9,/fold_2/Bright_Black_310.wav
fold_2_noise/Bright_Black_311_noise.wav,Bright_Black,1,7,11,135,tube,78.0,15.8,9.9,/fold_2/Bright_Black_311.wav
fold_2_noise/Bright_Black_312_noise.wav,Bright_Black,1,7,11,135,tube,78.0,17.8,9.9,/fold_2/Bright_Black_312.wav
fold_2_noise/Bright_Black_313_noise.wav,Bright_Black,1,7,11,135,tube,78.0,19.8,9.9,/fold_2/Bright_Black_313.wav
fold_2_noise/Bright_Black_314_noise.wav,Bright_Black,1,7,11,135,tube,78.0,21.8,9.9,/fold_2/Bright_Black_314.wav
fold_2_noise/Bright_Black_315_noise.wav,Bright_Black,1,7,11,135,tube,78.0,23.8,9.9,/fold_2/Bright_Black_315.wav
fold_2_noise/Bright_Black_316_noise.wav,Bright_Black,1,7,11,135,tube,78.0,25.8,9.9,/fold_2/Bright_Black_316.wav
